id,entext
529080, "He was on the verge, but then Andrey-"
529081, "Nngh... No... So what about him?"
529082, "Andrey ruined everything. He threw me out."
529084, "...What? What did you say? Why hooks? What's the matter with you?"
529085, "Mother... Why are you like that? What have I done wrong?"
529086, "Do you need morphine?"
529087, "Hmm... Yes... I've taken some already."
529088, "Would you like me to relieve the pain?"
529089, "I didn't mean to say that... About you... Forgive me... This will pass. It's nothing... Don't listen to me."
529090, "What kind of danger?"
529091, "I don't know..."
529092, "You take care of yourself too... dear."
529093, "Dangers?"
529094, "There are horrible people everywhere now. And their numbers are growing... They kill, they torture, they stab and slash. It seems like no place is safe from them anymore... I dread to think they might soon start digging up graves!"
529095, "Can I spit into it?"
529096, "It's beautiful... Does it have an echo?"
529097, "Impossible. I'm studying the soil. And now the Bachelor has demanded a re-run of the tests. He's almost established for a fact that the disease originated in the earth. Yes, it probably crawled out from underground. But not out of my well!"
529098, "Oh..."
529099, "What do you want with Rubin?"
529100, "He's in danger."
529101, "Is it true that the Saburovs have adopted you?"
529102, "...It is."
529103, "Is that a bad thing?"
529104, "Hm... I guess I'd better show my hand... Rubin won't be hiding for long, it's against his character... Listen, you might want to not hand him over to the Kains. He'll be of use to you yet."
529105, "But will he talk to me?"
529106, "Bring him lots of twyrine and different kinds of meat. A good treat will make him happy. It's pleasant to accept food and drink out of a girl's hands. He'll talk to you."
529107, "No, I can't."
529108, "...All right. I will."
529109, "Do you believe that it was your blasphemous deeds that caused this pestilence?"
529110, "...I do."
529111, "Are you prepared to change your convictions, repent, and admit to the fairness of the punishment?"
529112, "...No! I cannot."
529113, "But are you prepared to amend the consequences of your pride?"
529114, "About what?"
529115, "Don't you remember? About you agreeing to convert to the faith of Humility."
529116, "Confess."
529117, "Well... in that case I'd be better off dead. When I reach that conclusion firmly and I'm drunk... or if, God forbid, I sober up and get hit by a horribly clear realization-I'll do the deed on my own."
529118, "Yes. It's more than likely that my sister has been following me..."
529119, "Why are you hiding here?"
529120, "I'm an outlaw now, just like you. Do you know what the word 'outlaw' means?"
529121, "It means... Well, it means that the Powers That Be are out to get you, right?"
529122, "Nonsense. The Powers That Be have nothing to do with it. It's much deeper than that. And simpler."
529123, "How so? It's all right, keep eating..."
529124, "What secret?"
529125, "Simon's blood has given us the vaccine. And I mean it. Simon fought valiantly against the Sand Pest. He was the only one to defy it... but he didn't last long enough! I think there are other bodies like his. And yet his blood was special..."
529126, "A deep thought! Are you a philosopher?"
529127, "A little, as every doctor is... You see, I'm a menkhu as well, and every menkhu is an oynon. But it was the Bachelor who pointed me towards the idea. There are indeed special people in the world; people whose very nature challenges the laws. If you help me, I'm going to search for such people."
529128, "Could it have been... just a woman?"
529129, "It was the disease in human form. A spirit. If my Master said this is possible, then it must be so. And she did have the face of a woman. I know nothing else-except that my teacher didn't die of the disease; he was murdered."
529130, "How did you pick those people?"
529131, "For years, I have been keeping order in this town and looking out for possible criminals. I trust my clairvoyant wife's judgement. Even that trust, however, I would have thought unduly partial, but for seeing my hypothesis confirmed by her rival Mistresses."
529132, "So what do you expect from me?"
529133, "I only want one thing, and that is-justice! This is a case where we can dispense with evidence and trials. When the last dawn is rising above the world, it is time for arguments of a different nature. A trial resting on conscience, and a verdict resting on faith. Find the culprit for us! It is why you've come into this world, and into our house, the house of the town's rulers."
529134, "...Who should I begin with?"
529135, "A mysterious creature named Aspity will, I am sure, be the best start. Children say she is an evil spirit. Simon didn't like her. That bitch has been called a walking plague even before this. I'm sure that a woman, a maneater, and a spawn of the Steppe-which is exactly what a shabnak is-is a fitting description for her."
529136, "How do I make her reveal herself after I've gained her trust? Who can tell me something about her that she'd be surprised to hear?"
529137, "Right... You don't know anybody here... The shortest way is via the Olgimskys. Ask Vlad the Younger, Olgimsky's son. The Olgimskys must have old scores to settle with her. Besides, Vlad the Younger is knowledgeable about the legends and traditions of the Steppe people... He will instruct you."
529138, "Yes, exactly!"
529139, "Not good... So there's been no miracle."
529140, "No. She isn't."
529141, "Olgimsky was asking..."
529142, "Ha ha! The old shark... Right... so if Vlad finds out that this cutthroat has learned to mix herbs, the guy's in for it! Vlad the Wholesaler's already got what, eight thousand indentured servants-what's one more?"
529143, "Ouch..."
529144, "It's up to you if I should rat him out to Vlad. The Haruspex will be useful to you, so don't cross him... He'll figure out who the snitch was right away. I can sell you some immune system boosters, but they'll cost you."
529145, "You're so pretty too! Sweet as sugar, really."
529146, "And how do you know that? Now... look me in the eye, Anna! What was it you said yesterday about evildoers?"
529147, "Look here... Leave me alone, my dear, and I will show my gratitude. I have means too, didn't you know? I'll tell you another thing. That Ripper, the one from yesterday-the Olgimskys have given him shelter. So the thing is-they don't have to snatch medicine from the people. He knows how to make his own!"
529148, "Really?"
529149, "Common folk are gossiping about it already. His father knew the secret! And he, the Ripper, has been concealing his art from Vlad... because there's a mystery involved, and he needs blood! And he probably guessed that Olgimsky would make him work to return the favour. I wish he did just that! Just show this mixture to Vlad, and he'll have that man chained to the wall by his leg at once."
529150, "Don't be obstinate, my dear."
529151, "And you're really rich, it turns out! But that's fine, I don't discriminate."
529152, "You don't have to..."
529153, "I don't have to? But..."
529154, "Ah! I know, I know who you are... You're the Saburov foundling. Move along."
529155, "I just wanted to do good..."
529156, "What? A foundling?"
529157, "You may regret it..."
529158, "Who's Aspity?"
529159, "Ah, so you don't know... She's a woman living in the kip on the edge of Earth. Some people call the place a 'hospice'."
529160, "Ha ha... An excellent recommendation."
529161, "'Aspity' is Sahba-ötün, blockhead! The Queen of Worms!"
529162, "...Shall I teach you some manners perhaps?"
529163, "Ouch! Don't do that."
529164, "Nevertheless, I believed her at once."
529166, "I can't be bothered. Love will find a way. Blockhead."
529167, "Have you been visited by a large man with sinewy arms and of a violent inclination, whom they call the Haruspex?"
529168, "You'll find all of them herb dealers at the den. Now there's a ruthless man that runs the place, an artist and a builder, and from across the Steppe too, from where no one lives but dressed-up deaders and the spawn of Suok... Here, he brews his twyre brews, and he blasphemes, and he blasts curses over them!"
529169, "Blasphemes? How?"
529170, "He ill-treats them herbs, he tests how much they'll take... He buys them up more 'spensive than we can. And he stirred up some bad blood among our lot; made us kill them with our own hands, them as had been giving him the secret spices... If you find some herb, don't sell it to him. He'll hurt the herb."
529171, "Would you like me to sell it to you?"
529172, "There's more than one haruspex round these parts... ay, they are many, the knowing ones. Which one are you looking for? The biggest and meanest of them, that would be Foreman Oyun. He was here two days ago; stomped out our fires, so he did, and trampled on our yurts. If we hadn't taken cover, his hooves had sure been the end of us."
529173, "Did he bring you any herbal concoctions?"
529174, "He did. But I wouldn't take none. So he took them to them dealers, who buy and sell again."
529175, "Who are those dealers?"
529176, "So that's who Burakh took the herbs to? Then that's who I need."
529177, "Oh, we shan't have no commerce with you: you smell like clay! Don't come to us anymore, you reek of clay, so you do, and greasy and clotted clay too..."
529178, "Freak!"
529179, "Ugh... that's a disgusting thing to say."
529180, "Fond of whom?"
529181, "Well... the flowers are for them, aren't they?"
529182, "Of course they are."
529183, "And is there anything I could do for you? I'd be glad to, because just yesterday, as I was looking at you, I thought I'd like to give you... a hook."
529184, "Exactly, Grace. Think about what I said. And now wake up, it's done. It's all over."
529185, "Of course!"
529186, "That simple? And what do I give Grace herself?"
529187, "She doesn't need anything. With people like Grace and me, it's the good done to one's neighbour that matters. I thought you understood that."
529188, "I'm listening."
529189, "These are our parties. The first thing, the original creation, was the Earth. The ancient one, giving life to plants and animals. She begat the Abattoir; she begat the Kin. She gives and she takes. The dead go into her; everything ends with her. She is the inception and the completion. Such is the Law. We, the Saburovs, act in the interests of the Law, by which everyone must abide. Ours is a faith of Humility."
529190, "A wise faith."
529191, "A town sprang up upon the Earth. A town of men was built upon her, the Earth eternal, the giver of life: built by greed and creativity, by ingenuity and hard work. The Abattoir found its continuation in the Works and the railway. The hands of the Olgimskys crafted an environment in which people could develop and reflect. Theirs is a faith of Construction."
529192, "A necessary faith."
529193, "Finally, the minds of people desiring to overcome the limits set for human beings by their nature and condition, engendered projects that were fantastic and audacious. That was how the party of creativity and invention emerged and flourished: the party of the Kains. Theirs is a faith of Utopia. A belief in miracles. A belief in a non-existent place."
529194, "A weird faith..."
529195, "I foresee myself knowing why this punishment has befallen us. The town lived, grew, developed, and finally tried to break free of its own limitations. The Earth that had borne it hit it on its head, which it had stuck out too far-much like a strict mother would do to her unthinking child."
529196, "Yes, Katerina. I believe that our faith is the true one."
529197, "You will speak to those Bound to you about the truth of Humility. You are to convince one of them, two of them, three of them of the true faith's wisdom. Should some of them prove stubborn, you will use the powers that were granted to you by providence itself."
529198, "With Grace? Doesn't she sympathize with you... with us?"
529199, "I want to be certain of that. Make friends with her. Try to make her like you and grow an affection for you eventually. You don't need much for this. And if you need to find out more about her, Lara Ravel is the person who will tell you all about Grace. She is as much of an angel of kindness as the poor daughter of the caretaker... and her father has recently died too."
529200, "So this is the will of the Earth?"
529201, "I believe that the Earth wishes to return unto herself what has moved waywardly out of her reach. And before I explain to you the path that I am setting before you, I want to know for certain whether I have my dear child on my side."
529202, "I'll look around and use my judgement. For now, I must obey: there is no other way ahead for me."
529203, "She believes and thinks the same way as we do."
529204, "I made her change her mind, just like that! It seemed like the right thing to do."
529205, "That is good. You have not, I hope, confused or disappointed her?"
529206, "A strange decision... Why did you do it?"
529207, "Whoa, whoa! Stop it! I already have a family."
529208, "Alexander Saburov wants to find the criminal guilty of bringing about the calamities threatening you all. I'm acting on his behalf."
529209, "She's the reason for all of the Kin's riots and unrest! No one has ever harmed our family more. Sometimes I feel she's an evil spirit. She appeared suddenly... after one of the riots. At the time, my father had brutally crushed the revolting butchers; and it was then that he'd appointed Oyun as their Foreman."
529210, "Is that so!"
529211, "Yes... And ever since then, I've thought of her as a personification of the Kin's defiance. I've even begun to confuse cause and consequence. Did she appear to avenge our cruelty, or are her provocations forcing my father's hand? It's become a vicious circle!"
529212, "We're friends now, she and I."
529213, "Uh oh..."
529214, "You moron. It's not what you think. It's about his life and his duty. I'm worried. He's being hunted. If you find him, tell him I've got the key to his destiny! He ought to hurry; time is of the essence. If he's in doubt, whisper one word to him: 'Inheritance'."
529215, "Who are you?"
529216, "...I was born five years ago, during the First Outbreak. I'm a reminder."
529217, "Are you the plague personified?"
529218, "...I could be. But I haven't done anything recently... though I did organize that riot which got the infected Isidor in a bit of a pickle."
529219, "What do you mean?"
529220, "Use that talent of yours to ask him about the black twyrine... I'd love to see how shifty his eyes will get!"
529221, "Oh, Filin? Not a clean spot left on that one! Name a crime, any crime, and he'll be guilty of it. What did he get himself accused of this time?"
529222, "Of spreading the epidemic."
529223, "A recent series of violent robberies."
529224, "How did you guess?"
529225, "Yes, that's what I am indeed. And while we're at it, I ought to explain to you what Katerina's business is with the theatre... It's got nothing to do with these Masks of mine. But there is, you see, this creature living down there. An abomination of a spirit; a taunter and a tormentor. We call it the Rat Prophet."
529226, "What? Now you're not making any sense!"
529227, "And I don't envy you at all."
529228, "Yes, yes... The thing is, Katerina's barren. She can't predict the future. That creature can, though, and it visits her at night. Unlike a true Mistress, however, it can tell lies-and it's certainly good at telling the right lies."
529229, "I've come to ask what's going to happen to the theatre now..."
529230, "Where is he then? Where? Don't keep me waiting!"
529231, "He may have gone to seek justice from the rulers... Will he find it? Or he may have found shelter with some good friends... But are they really his friends? Time will tell, my child... time will tell. And you-go and live your life. While you still can."
529232, "There's no need to hurry... Whoever's waiting for you, can wait some more."
529233, "I..."
529234, "...You've come to charm us. You're charming. No, don't say anything, you're doing a great job. But you really should've picked someone weaker for a start... Then this wouldn't have felt so inane, and we could do away with you without a second thought. When it's like this, though, we just don't have the heart..."
529235, "What is it?"
529236, "There's a manhunt going on for young Burakh. It appears that your patron, Alexander, is behind it. But he's unfair towards Burakh."
529237, "Why?"
529238, "The Haruspex doesn't just chop up the dead for his own amusement. He's trying to create a panacea. Please, find out what's happening and stop Alexander's punishing hand. He's blinded."
529239, "I'm ready."
529240, "...Today we shall strike where they don't expect us to... You will talk to Mark Immortell... He is the director at the Theatre who stages prophetic mime performances with his Masks... Some time ago, he staged a performance about the death of King Kuron... He knew Simon would die..."
529241, "You're shaking. Why? There's even sweat on your brow..."
529242, "...This is almost too important for me... I've had a prophetic dream in which the Bachelor was going to turn the Theatre into a leper colony... Just let Mark Immortell know about this... let him find a way to stop it... I need the Theatre badly! We need it... I can feel it..."
529243, "So? ...Why are you looking at me like that? This was not the most important of what you were going to tell me, was it?"
529244, "Do you know of the Rat Prophet?"
529245, "No, nothing... mommy. I still haven't talked to him."
529246, "...I sense something. When you uttered those words, I suddenly felt something familiar... as if something ran its sharp little claws across my back..."
529247, "It's the creature that whispers false prophesies to you in your sleep!"
529248, "It's my duty."
529249, "Now I'm convinced that Grief is the culprit! This man, this kingpin of the Warehouses, smuggler and death peddler, has now let gangs of thugs loose on the streets. You can see what's going on. They cut people down; they murder women; they rob homes... They are too much for the patrolmen."
529250, "...But how could he have caused the epidemic?"
529251, "Bachelor Dankovsky found during his investigation that Grief had ordered thieves to dump infected corpses into the river. Anything up to... several dozen. The thieves refuse to reveal the location. In fact, they are altogether denying having done it. But the claim must certainly be examined."
529252, "...That's just horrible! And yet the infected corpses had to have come from somewhere!"
529253, "That's what I'd like to know. I'd like to know if it's true, and if yes, the exact location where they dumped those corpses... before we stamp out this whole nest of vipers. And we are going to have to stamp it out. He has done too much evil already, this Grief. Perhaps he is not directly responsible-but indirectly is enough for us."
529254, "Gladly!"
529255, "Will our manpower suffice? There are cutthroats everywhere..."
529256, "You won't have to fight bandits. Do you really think I'm asking you to do what I've just talked our bloodthirsty Bachelor out of? I have already assembled a round-up squad led by a brave patrolman named Wolf. They will find the killers' lair... once Grief's guilt is proven."
529257, "I had a hunch about what might be in the bag..."
529258, "...My most trusted patrolman! The sharpest, the most skilful and daring! I had him in mind as the replacement for Yaklakh, who had gone missing... Who am I to rely on now? Ah, the blackguard! He has as good as cut off my right hand! I've had enough! Where did you say they were hiding?"
529259, "In a large, semicircular warehouse on this side of the river. It's quite nearby."
529260, "They are all done for... I'll crush these ones today, and the rest of them tomorrow! Let Grief breathe for now; he must be in a panic himself. We shall see in two days... So you haven't asked about the river yet?"
529261, "Yes, and it's good that you've mentioned it."
529262, "Why?"
529263, "But how?"
529264, "Tell him that doctor Rubin is waiting for him back home, with urgent business to discuss. This Rubin, by the way, is himself highly suspicious... Are the rumours true that he refuses to hand over Simon's body to the Kains? Georgiy is furious. Something's wrong here..."
529265, "And-"
529266, "He's in one of the infected houses. Be quick. This will be more proof that you stand on the side of the Law."
529267, "Indeed..."
529268, "Lara Ravel took note of this house. That Harpist of hers went there..."
529269, "I have warned the Haruspex. Lara will rejoice at the news."
529270, "The deed is done. Yet again I surpassed my father's expectations and did what a group of armed patrolmen was unable to accomplish. I should inform him at once."
529271, "It is as you said. Yes, I am her moulded cast, her harbinger, bringing justice. The hour is nigh when you shall have to bow down to me."
529272, "Yes, I do get called a thief, but I have no idea why. I haven't stolen anything."
529273, "Sorry. I often do this. I'm curious! I like meddling in all sorts of things I'm not supposed to meddle in. I guess that's why they call me a thief. And why do they call you a thief?"
529274, "Is that what they're calling me? I don't remember ever stealing anything."
529275, "Perhaps you're going to steal something? Make sure you do it carefully."
529276, "That happens a lot. You steal something and can't remember it afterwards. Must've been something important-or else something you don't just put in your pocket. Someone's name, maybe?"
529277, "So I'm getting shamed for a crime I haven't committed yet? You're a funny fellow."
529278, "Mine isn't the sort of name you get punished for borrowing."
529279, "Death..."
529280, "Yes! And, as would befit an angel, you smell of herbs: the spicy twyre and the harsh swevery... What is your name?"
529281, "I'd never have thought death to have green eyes. But it all depends on the state you're in, I suppose... And do you have a name?"
529282, "Call me Clara."
529283, "Call me Clara."
529284, "I melted into the layers of sand, and then the Earth cast me out again, right outside your door."
529285, "...Why are you lying to me? No, your tricks aren't going to baffle me... I have after all read a lot about you-creatures fashioned out of clay and bones. I know what's said about you in the Tale of the Daughters, and in the Baur Meges too."
529286, "Whoa! Don't joke like that... I hereby solemnly declare that none of that refers to me."
529287, "Then you oughtn't to be baffled by my simple tricks."
529288, "And what did I tell you?"
529289, "And you said you'd never come back because you liked me. Does this mean you don't like me anymore?"
529290, "I do."
529291, "You imagined all that."
529292, "Clara? This house is called The Lump, and I am Vlad Olgimsky... What, does my name ring no bells at all?"
529293, "...None what-so-ever!"
529294, "Your manner's telling me that you're a person of influence... and your voice, that you're very unhappy."
529295, "Could be... And who are they?"
529296, "My brother and I."
529297, "No, I don't have any siblings."
529298, "So you've seen me before?"
529299, "Hardly... What's your name?"
529300, "Eva. Eva Yan... And you must be here to see the Bachelor?"
529301, "Goodness no! That's an encounter I hope I'll be spared."
529302, "I'm here to see you, Eva Yan. Hello."
529303, "I have a name. I'm Clara."
529304, "Now that's a question I didn't expect... Smart thief, you!"
529305, "I'll surprise you many times yet, thief!"
529306, "The Changeling, right? I've heard a lot about you. Let's talk. I hope the cigarette smoke is no major nuisance? For reasons quite obvious I'd rather not open the window."
529307, "Why 'The Changeling'?"
529308, "Nevermind. No particular reason... Do you have any business with me?"
529309, "Nevermind. No particular reason... "
529310, "I've come to get acquainted with you."
529311, "I am no one. An instrument in the hands of a force whose name is not to be taken in vain. And who are you?"
529312, "...It's odd that you don't know who I am. I'm Capella. And even though I've never seen you before, I feel a gnawing uneasiness for some reason..."
529313, "There's definitely a reason."
529314, "I'm Clara. You haven't heard of me yet."
529315, "You're against the rules. I don't want you visiting the Theatre."
529316, "No one can prohibit me from entering."
529317, "I may be useful to you yet..."
529318, "You bring us nothing but misfortune!"
529319, "You have to be patient, Mother... Such is fate."
529320, "I thought the opposite..."
529321, "Whatever happens, I'm only fulfilling my purpose."
529322, "You shall visit a singer named Anna Angel. Of all the black souls in our town, this is the blackest. The Willows used to be the happiest house in this side of the town, and we were happy to have such neighbours. Now every crack in the walls of that house is oozing blood and tears."
529323, "My God... what happened there?"
529324, "No one knows. Ever since Anna came to our town, she has always gotten away with whatever she did. Neither does anyone know what happened to all the former dwellers of that house. They had been a family, and a tight-knit one..."
529325, "Do you suspect her?"
529326, "I suspect that one of the bloodthirstiest ghouls that walk the earth has infiltrated our town in the shape of this singer! Have you heard about the Caravan? Of course you haven't... Ask her about it and see what she has to say."
529327, "I have no will but yours, father..."
529328, "Are you sure? Clara?"
529329, "...I am sure."
529330, "Who is guilty then?"
529331, "I don't know! Are there no more bad people left in town? Don't you want to know who caused the disease?"
529332, "You're being hunted, Ripper! Beware. They're closing in."
529333, "Ripper? Me? How did I get a shameful nickname like that?"
529334, "Indeed? The Bachelor is very close. He won't hesitate to shoot, and you are unarmed."
529335, "You know what? Don't tip them off. I'm not planning anything evil... Wait, forget it, you're not going to believe me anyway. So look here: if you don't turn me over, I'll give you my concoctions. They're good; you'll see for yourself. Or are you really unaffected by the disease?"
529336, "Shout all you like... You've deserved this."
529337, "It's just twyre, Anna... sleep."
529338, "And so...?"
529339, "And so now, of course, he wants to kill her because of the Caravan. His Dogheads must have been prowling about the town looking for people with Caravan connections. Now they know, but the epidemic has struck in the meantime... As soon as he pulls himself together after his grandfather's death and is done setting up the Polyhedron's defences, he will surely dispatch a revenge squad to Anna."
529340, "That was unexpected..."
529341, "I will prefer to ignore what you have told me. Beware! I have my own relationship with the Bachelor."
529674, ""
529675, "I haven't seen you here before..."
529676, "I've never been here before."
529685, "I need infusions, Andrey. Let's trade..."
529706, "'The Curative Substances'"
529707, "It has transpired that Anna was sitting on a large stockpile of medicine. That is peculiary prudent of her... This isn't going to be an easy task, but I will have to convince her to give up her stash for the common good."
529708, "Anna told me a herb gatherer would know who the buyer of Haruspex's curative infusions was."
529709, "I can take the medicine supply to Vlad the Younger. Everything will be fair and equal now."
529710, "The medicine produced by the Haruspex was bought by Andrey Stamatin-a famous artist known to frequent the twyrine shebeen."
529711, "Too much controversy. Why do they care? Mass-produced chemicals and natural herb infusions can't perform miracles. The most that can be hoped for is to delay the inevitable. They must be blind, for they seek salvation in all the wrong places. Whom should I offer to sate the appetites of Vlad the Younger? It really doesn't matter."
529712, "*** I gave Anna's medicine supply to Vlad the Younger."
529713, "*** I didn't manage to keep Anna's supply."
529714, "*** I gave up the Haruspex. The more that monster suffers, the better."
529715, "*** I didn't give up the Haruspex."
529716, "I've changed my mind. I will go to the Polyhedron... I myself am curious to know what's so extraordinary about it."
529717, "You don't have to go if you don't want to. Nobody's forcing you. I'll just note that you've instinctively recoiled from the Polyhedron. Haven't you?"
529718, "I'll never understand what you're up to anyway..."
529719, ""
529720, "Why have you come to me? Should I take it as a sign?"
529721, "I've found out everything."
529722, "Is it like when people let a cat inside a new house, so that it lies down at the coziest place?"
529723, "Something along those lines. You can be witty."
529724, "Really? Amazing! You exceeded the expectations, then, since no one was demanding such dedication from you. ...It was I who have found out everything; you have helped me there... I even feel a certain degree of gratitude."
529725, "...Why just a degree?"
529726, "Summing up the conclusions drawn from your discoveries, I shall combine the causal relationships into a coherent picture. I shall reveal the arcane nature of the disease to you from a mystical standpoint. That was how it should have been revealed to you; I suppose all that I will tell you will be no news to you. Still, it will determine the wording of your verdict."
529727, "Because you are an instrument of the Law, and I am its servant. Both are doing their duty, but only the latter wilfully."
529728, "I don't understand."
529729, "Sounds ominous..."
529730, "Are you interested? Do listen, it's really about you. So the Earth begat the town. Two entirely different worlds that have nonetheless managed to achieve a symbiotic coexistence. That was a miracle. A true miracle. Normally, civilization devours tradition."
529731, "I'm confused..."
529732, "As you can see, the town is small. It's made up of people, not ranks and functions. Fortuitous circumstances had enabled people to create an environment here that everyone could be happy in. But that was entirely due to a miraculous coincidence."
529733, "What coincidence?"
529734, "It's rare that a succession of extraordinary personalities should stand at the helm for five generations. It's even rarer that they should have the love and respect for one another that allows them to carry on the policies of their predecessors. Here, they had grown used to the miracle. And that was their undoing. They wanted to learn to control the miracles. The elder generation had constructed an environment for bringing up the young in the same spirit. They paid for it."
529735, "Why?"
529736, "The Law stipulates a harsh punishment for an attempt to capture a miracle. The disease is a means of restoring the balance. A part of the chimeric town must be destroyed, and there is no turning back. The town and the miracle cannot coexist. And I swear I know what the choice should be between them!"
529737, "Is this more of your claiming that I'm the disease?"
529738, "But what about me? What's going to happen to me?"
529739, "You are an instrument of the Law. But your mission has been accomplished. And it being my mission not merely to understand you but also to rein you in-I hereby prohibit you from existing, and banish you from the town. The captured Miracle shall pass into oblivion."
529740, "I..."
529741, "You may vanish into the earth that you came from. Go. I permit you-both of you, to be exact-to die in any way you prefer. On one condition. You are forbidden from even approaching the Commander. Otherwise he may fancy himself your tool. Or the other way round... I don't even know which is worse. Go."
529742, "Farewell..."
529743, "Inquisitor Aglaya Lilich has prohibited me from seeing you. Why?"
529744, "Are you really this superstitious? Surely you were just making fun of me?"
529745, "The Inquisitor fears and detests me. I must say it's mutual. Most of all, I'm worried that the mission to save the town-or to destroy it, however you prefer to think of it-may degenerate into a long-range artillery duel. She's surely going to plot and scheme."
529746, "But why is she overestimating my role in this so much?"
529747, "She isn't overestimating. I had been greatly impressed with you-long before I saw you."
529748, "How is that possible?"
529749, "But she must follow your orders, mustn't she?"
529750, "On the contrary. My duty calls on me to obey the Inquisitor. But Lilich is always playing her own game. I've heard that she was once condemned to death for it-I suppose they pardoned her in the end... She will make a dishonest decision. One dictated, not by her duty, but by covert calculation. Both of the healers have clearly already been poisoned by her deception."
529751, "On our way here, a lieutenant told me a legend about the holy sisters-in-arms of the warriors. He spoke of medieval wars, of pilgrimages, of the power of the Holy Spirit that led quiet and unassuming young girls-orphans, beggars and peasants-to call the might of great armies to a lofty duty. I was profoundly moved by his story."
529752, "It was a mere coincidence."
529753, "Coincidences like this don't happen by chance. No... I gave it a lot of thought as we were travelling here. His story had come at the right moment. My life was approaching a watershed."
529754, "Speak on..."
529755, "Yes! My deployment to this plague-stricken little town was an expedition into hell. I was meant to die here-and so it will happen. The old Alexander Block will die-but a new one will emerge from this place. From this town, an army will set out on a glorious march-in the name of Truth."
529756, "Why do you say they've sent you here to your death?"
529757, "I've long become inconvenient to the Supreme Command. Since I've started my reform of the armed forces. Since I've turned the tide of the war. Since I've made clear that I'm striving to make perpetual warfare-the livelihood of corrupt generals-a thing of the past. They've tried and failed to get me killed by enemy fire-so now they're taking their chances with an unknown strain of plague."
529758, "Don't be afraid. No one will dare harm you."
529759, "I am invulnerable."
529760, "So the Powers That Be are hoping the plague will kill you?"
529761, "They are, and they're also hoping that this mission will disgrace me. I, Alexander Block, a hero of both campaigns, victorious and venerated by the people, now appear as a headsman and a scourge. When they gave me the assignment, they went out of their way to make clear how much the people are going to despise and detest the destroyer of this tiny town."
529762, "Who?"
529763, "I feel that what they want the most is for this town to continue to exist. Diseased and miserable, in flames and pain, a smithy of shared suffering-but still there. They've sent the army in out of fear of popular opinion. The people wield power too."
529764, "Then the people won't hate you..."
529765, "They will. The Powers That Be will take care of that. They know how to manipulate the masses. They will frame the town's destruction, not as a necessary sacrifice for the sake of public safety, but as a horrific mistake resulting from confusion. They will take all the credit for any good that will come out of this, and let me take all the backlash."
529766, "I won't let them do that!"
529767, "So the Powers That Be have destined you for the disease..."
529768, ""
529769, "Yikes! Where have you come from? You can't be in here!"
529770, "Go away already! You can't be here."
529771, "A hospitable lot you are..."
529772, "I can be anywhere I like."
529773, "Why not?"
529774, "We're playing here-and you should be playing over there. Say, have you killed everybody yet?"
529775, "What?"
529776, "What is this place?"
529777, "Don't you see? This is the Polyhedron. There are many places like this around, but they're hidden. You weren't supposed to see them."
529778, "And why not?"
529779, "Those Humble ones of yours. We've been arguing and arguing... He says you're the only one who can save all of the Bound. While I say you're the only one who can kill them all off-and win!"
529780, "Who are you?"
529781, "My name is Teensy, and he's Tot. But it's better to call him Measly. And me-you can call me Thrush."
529782, "How do you know who I am?"
529783, "How did I get here?"
529784, "We're clueless ourselves... Hey Measly, how did she get here?"
529785, "And how did you get here?"
529786, "I'm telling you-we're playing here. See, we're building a town in this sandbox! Now we're playing plague. Look inside. Notice anything?"
529787, "I think I'm about to go crazy... And I mean it... Literally..."
529788, "I feel sick. I'm going to faint."
529789, ""
529790, "Ugh... this is awkward. Well, I suppose we should introduce ourselves. I'm Measly. And she's Thrush."
529791, "Just don't listen to the meanie! You're supposed to save them, not kill them."
529792, "I knew as much."
529793, "No, I hate them all already!"
529794, "How did I get here?"
529795, "How did you get here? You tell me! Actually this was never supposed to happen. You're meant to be over there-look into the Sandbox. This... must be a miracle. I suppose."
529796, "A miracle..."
529797, "But you're probably the only one who can do something like that. You can work miracles, right? I keep arguing with this dumbhead here-she says we're playing with you wrong, says you're supposed to kill and not go around saving folks... Naughty you."
529798, "What?"
529799, "Well... we really didn't put you in that sandbox so that you'd save everyone. But you've been going at it with such vim and vigour, you must really be alive! I guess you really could save everybody. Just imagine how great that would be!"
529800, "So you're kind, it turns out..."
529801, "Of course I am. She's the mean one. Thrush... more like Crush...! All right, all right, I'm shutting up. Hey, no fighting over there! Better see our guest off."
529802, "Yes, I'd rather be going."
529803, "How do I get out of here?"
529804, "Go through the wall. None of this is really there. Just glass that reflects thoughts."
529805, "Thanks..."
529806, "Such crazy nonsense..."
529807, "I just hope it doesn't end in disaster..."
529808, "You are too few."
529809, "'The Town; Its Head'"
529810, "My path leads me to the opposite side of the town. It is clear who is the master of this domain. Were you to ask me yesterday, I wouldn't hesitate a moment to condemn them all. But now I am no longer convinced. Elder Georgiy will open the passage into the Polyhedron for me."
529811, "Georgiy never ceases to surprise me... How could it be that the people most deserving of being branded as criminals beyond redemption, come out as something unexpectedly different these days? Georgiy asked me to find Rubin in the Termitary. The man must be hiding there to avoid the wrath of the Kains."
529812, "Rubin's destiny seems closely intertwined with my own. He will be the one to reveal my fate! He is the one standing between me and the most important character in this mystery: Simon... I can go back to the Crucible now, even though it is too early to reach a conclusion. "
529813, "Victor Kain will clear the passage for me."
